2	5	2	1	2	1	0	3
2	3	1	1	3	1	5	5
0	4	3	3	2	2	4	4
3	2	3	0	1	0	1	4
4	5	3	3	4	5	4	3
5	3	3	5	3	5	3	5
0	3	2	0	1	0	3	3
0	3	2	0	3	0	1	3
1	3	3	0	1	0	0	3
0	3	3	1	1	0	0	2
0	2	0	0	3	1	0	3
1	3	1	0	0	0	1	3
0	3	3	1	0	0	0	1
0	2	2	0	2	0	0	2

0.870550872847841	0.930671513602045	0.926842168337794	0.930671513602045	0.960631965805137	0.960631965805137	0.940000000000000	0.940000000000000	0.940000000000000	0.940000000000000	0.940000000000000	0.940000000000000	0.940000000000000	0.940000000000000

