0	1	1	1	1	1	0	2
2	0	3	0	2	0	2	2
1	3	3	0	1	1	1	0
1	3	0	2	0	1	0	3
3	1	3	3	2	4	0	0
4	1	0	4	0	3	2	3
1	3	1	0	1	0	0	1
1	2	1	0	1	0	0	1
1	2	1	0	1	0	0	1
1	1	1	0	1	0	0	1
1	1	1	0	1	0	0	1
0	1	1	0	0	1	0	1

0.729220537827533	0.847418278693617	0.847472516934701	0.833967194904829	0.906598506488284	0.995322965151038	0.880000000000000	0.880000000000000	0.800000000000000	0.800000000000000	0.800000000000000	0.800000000000000

